machine,tuning_parameters,model_report,epochs,batch_size,lambda,alpha,n_hidden,hiddden,validation_measure_auc,error_rate
sorted_mlp_2layers_6,"MLJBase.NominalRange[NominalRange(epochs = 28, 30, 35), NominalRange(builder.hidden = (100, 30), (100, 40))]","NeuralNetworkClassifier{MLP,…}",35,32,0.0,0.0,not appliable,"(100, 40)",0.9235001612142538,0.0
